case_identifier,pp_primary16_2016,pp_demprim16_2016,pp_repprim16_2016,inputstate_2016,izip_2016,birthyr_baseline,gender_baseline,race_baseline,race_other_baseline,educ_baseline,child18_baseline,child18num_baseline,job_baseline,employstat2_baseline,industry_baseline,occupationcat_baseline,presvote16post_2016
36495008,2,,1,20,67460,1942,2,1,,2,2,,,5,,8,2
36495221,1,1,,51,23072,1950,2,1,,2,2,,,5,,8,1
36495392,3,,,6,95206,1962,2,2,,5,2,,,3,44,5,
36497402,2,,5,45,29819,1963,2,1,,2,2,,,7,,9,2
36497672,3,,,42,19018,1946,2,1,,2,2,,,6,,12,1
36498176,1,1,,39,45506,1962,2,1,,2,2,,,1,44,4,1
36498455,1,1,,45,29009,1962,2,2,,4,1,2,1,,,5,1
36500615,1,1,,26,48346,1950,2,3,,2,2,,,7,,9,1
36500891,3,,,17,62703,1956,1,1,,1,1,1,,2,54,1,2
36502151,1,2,,40,73159,1988,2,6,,5,2,,3,,,10,1
36502265,1,1,,53,98620,1982,2,4,,3,1,1,,7,,9,1
36502898,3,,,46,57751,1966,1,1,,2,1,3,,1,92,12,2
36503459,2,,5,47,37421,1958,2,1,,2,2,,,7,,9,2
36504632,2,,1,39,43543,1949,2,1,,2,2,,,5,,8,2
36504725,1,2,,53,98045,1957,2,1,,2,2,,,6,,9,1
36505316,1,1,,25,2726,1963,2,1,,2,2,,,7,,9,1
36505607,3,,,53,98208,1960,2,1,,2,1,1,,7,,9,1
36506027,1,2,,12,33770,1948,2,1,,2,2,,,7,,9,1
36506606,1,2,,54,25143,1978,2,1,,2,2,,,4,,11,4
36507503,3,,,27,55421,1959,1,1,,2,2,,,1,54,4,1
36507731,1,2,,55,54911,1963,2,1,,6,1,1,,1,71,1,1
36507986,3,,,46,57350,1971,2,1,,2,1,2,,7,,9,2
36509132,1,1,,53,98027,1956,2,2,,5,1,2,,5,,8,1
36509156,2,,1,1,35111,1957,2,1,,6,1,4,3,,,1,2
36509234,2,,3,36,12516,1941,2,1,,2,2,,,2,61,12,2
