case_identifier,inputstate_2016,izip_2016,birthyr_baseline,gender_baseline,race_baseline,educ_baseline,presvote16post_2016
36476459,12,33907,1956,1,1,2,2
36476924,8,80015,1959,1,1,2,2
36477419,48,75233,1948,2,2,3,1
36478124,20,66619,1954,1,1,5,1
36478526,26,49938,1937,2,1,2,1
36479651,39,43045,1988,2,1,6,2
36479801,42,18201,1969,1,1,2,1
36480128,48,78063,1968,2,1,2,2
36481055,6,94110,1965,2,3,3,1
36481415,21,42256,1942,2,1,2,1
36482354,27,56479,1972,2,1,3,2
36482636,34,7430,1947,1,1,2,2
36483320,53,98264,1967,2,1,2,1
36483758,8,80004,1966,2,2,5,1
36484013,39,44827,1947,2,1,1,2
36484343,18,47129,1943,2,1,2,2
36486146,12,33596,1971,2,1,2,2
36486296,12,32352,1957,1,2,3,1
36486584,42,18610,1936,1,1,2,2
36487181,39,44260,1941,1,1,2,2
36488318,36,13901,1962,2,1,2,1
36488378,48,78013,1938,2,1,2,2
36489251,19,51301,1953,2,1,2,2
36489647,26,48223,1960,1,2,5,2
36490502,4,85936,1943,2,1,2,1
36490730,19,51106,1960,2,1,2,2
36491402,54,25443,1956,1,1,6,1
36491729,39,44906,1941,2,1,2,2
36492134,27,55350,1976,1,1,4,2
36494069,49,84098,1965,2,1,5,2
36495008,20,67460,1942,2,1,2,2
36495221,51,23072,1950,2,1,2,1
36495392,6,95206,1962,2,2,5,
36497402,45,29819,1963,2,1,2,2
36497672,42,19018,1946,2,1,2,1
36498176,39,45506,1962,2,1,2,1
36498455,45,29009,1962,2,2,4,1
36500615,26,48346,1950,2,3,2,1
36500891,17,62703,1956,1,1,1,2
36502151,40,73159,1988,2,6,5,1
36502265,53,98620,1982,2,4,3,1
36502898,46,57751,1966,1,1,2,2
36503459,47,37421,1958,2,1,2,2
36504632,39,43543,1949,2,1,2,2
36504725,53,98045,1957,2,1,2,1
36505316,25,2726,1963,2,1,2,1
36505607,53,98208,1960,2,1,2,1
36506027,12,33770,1948,2,1,2,1
36506606,54,25143,1978,2,1,2,4
36507503,27,55421,1959,1,1,2,1
36507731,55,54911,1963,2,1,6,1
36507986,46,57350,1971,2,1,2,2
36509132,53,98027,1956,2,2,5,1
36509156,1,35111,1957,2,1,6,2
36509234,36,12516,1941,2,1,2,2
36509435,34,8550,1943,2,1,2,2
36509822,16,83815,1959,2,1,2,2
36510659,17,60652,1976,2,2,6,1
36510896,6,92130,1960,1,1,3,1
36511094,36,10805,1942,2,2,5,1
36511247,53,98367,1977,2,3,3,3
36511988,48,75249,1961,1,6,1,
36512447,32,89031,1962,2,6,3,1
36513401,24,21108,1962,2,1,6,1
36514490,1,35130,1961,2,1,4,1
36515141,42,15325,1951,1,1,2,1
36515342,8,80465,1954,1,1,2,1
36516215,48,75771,1939,2,1,2,2
36516614,1,36109,1977,1,1,6,3
36517064,39,44077,1964,1,1,6,3
36520529,34,7882,1960,2,1,2,
36520694,34,7439,1934,2,1,2,2
36521963,21,42633,1957,1,1,2,2
36522698,12,34689,1937,2,1,2,1
36524096,54,25984,1945,1,1,5,1
36524324,48,76017,1957,2,2,3,1
36524771,36,11209,1949,2,1,2,1
36525020,17,60641,1956,2,1,2,2
36525242,12,34609,1962,2,1,2,1
36525287,12,34488,1963,2,1,2,3
36526067,32,89120,1948,2,1,2,1
36527117,2,99801,1970,2,1,5,1
36527471,54,26554,1965,2,1,3,1
36528137,39,43766,1948,2,1,2,1
36528470,11,20019,1958,1,2,2,
36529028,29,63841,1945,2,1,2,2
36531422,35,87701,1966,1,3,3,1
36531698,53,98168,1971,2,1,4,1
36531986,20,66048,1941,2,1,2,2
36532424,39,44647,1953,1,1,2,1
36533810,53,98387,1957,2,1,2,1
36534404,55,53143,1949,2,1,2,
36534569,38,58554,1945,2,1,2,1
36535088,37,28348,1960,1,2,3,1
36536438,27,56336,1955,1,1,3,2
36537107,37,28127,1956,1,1,2,2
36537146,25,1033,1960,2,1,2,2
36537998,42,15501,1959,1,1,2,
36538037,6,94061,1936,2,1,2,1
36538079,4,85298,1963,2,3,5,
36539378,6,92595,1958,2,1,2,2
36541895,48,76135,1961,2,1,3,2
36544454,51,22401,1968,2,1,5,1
36546278,47,37411,1957,1,2,4,1
36546368,53,98661,1960,1,1,2,3
36547592,53,98105,1975,2,2,5,4
36547796,39,43545,1958,2,1,2,2
36548258,6,90746,1950,2,2,6,1
36548933,26,49015,1951,2,1,2,1
36549440,13,30909,1968,1,2,3,1
36549929,20,67152,1982,2,6,3,6
36551129,4,85714,1971,2,1,3,1
36551843,31,68105,1958,1,1,2,2
36552068,21,40511,1972,2,2,2,1
36552818,12,32934,1959,2,1,2,2
36553877,18,47111,1949,2,1,2,1
36554468,29,63060,1973,1,1,3,2
36554504,6,90660,1967,1,3,2,1
36555641,55,54703,1958,2,1,2,1
36555686,12,32784,1937,2,1,2,1
36557096,2,99801,1980,1,1,3,
36557198,31,68005,1962,1,2,2,1
36557219,24,20854,1976,1,4,6,1
36557246,39,44128,1953,1,2,4,1
36557360,34,7010,1958,1,1,2,2
36558188,12,32129,1954,1,1,3,2
36558371,33,3053,1950,2,1,4,1
36558485,26,48867,1960,2,1,2,1
36559037,33,3282,1946,2,1,2,2
36559070,55,54729,1960,2,1,2,1
36559934,36,14825,1963,2,1,2,3
36561005,28,39350,1948,2,1,2,2
36561092,39,44515,1952,2,1,2,2
36561533,13,30540,1957,1,1,2,
36561980,12,32256,1949,1,1,2,
36562043,10,19703,1981,1,1,2,1
36562205,37,27299,1942,2,1,2,2
36562847,55,53142,1966,2,1,3,2
36562985,40,73107,1963,2,1,2,1
36564086,31,68066,1941,1,1,2,2
36565958,36,14428,1941,2,1,2,2
36566486,42,17566,1946,1,1,2,2
36567200,36,11005,1960,1,1,4,1
36568667,9,6118,1941,2,1,2,2
36569000,17,60476,1941,2,3,2,2
36569066,23,3908,1958,1,1,2,1
36569543,22,70003,1965,1,1,2,2
36569663,42,17201,1942,2,1,2,1
36569855,42,18102,1962,2,1,2,1
36570893,36,12866,1950,2,1,2,1
36571565,42,18032,1936,1,1,2,2
36571652,35,87109,1962,2,1,6,1
36572030,47,37317,1942,2,1,2,2
36572486,39,45640,1949,2,1,2,1
36572990,42,15226,1946,2,1,2,1
36573341,44,2860,1957,2,1,4,1
36576242,34,7865,1945,2,1,2,2
36576491,34,7660,1939,2,1,2,1
36576614,10,19702,1947,2,1,2,2
36576911,30,59327,1964,2,1,5,2
36577097,42,16057,1966,2,1,2,
36577481,6,95540,1971,2,1,2,1
36577553,47,38451,1955,1,1,2,1
36577955,34,7950,1966,2,1,2,2
36578204,1,35064,1971,2,2,6,1
36578441,26,48124,1946,1,1,2,4
36578570,24,21811,1977,2,1,2,4
36580766,24,20903,1971,1,4,5,1
36580946,51,22182,1954,1,3,5,1
36581408,18,46307,1943,2,1,2,1
36581756,28,39572,1959,2,1,2,2
36581906,22,70087,1959,1,1,2,2
36582131,20,67401,1945,2,1,2,2
36582395,55,53095,1955,2,1,2,1
36582539,18,47137,1971,2,1,5,2
36584762,34,8807,1966,1,1,3,2
36585506,36,13324,1952,1,1,2,
36585635,26,48603,1943,2,1,2,2
36585854,36,12883,1964,2,1,3,
36586916,42,18447,1941,2,1,2,2
36588314,12,34684,1935,2,1,2,2
36588455,36,11106,1970,2,2,3,
36589043,41,97351,1949,2,1,2,1
36589328,51,23060,1948,1,1,2,2
36590036,21,42266,1942,1,1,2,2
36590798,48,76010,1964,2,2,5,1
36591383,42,15015,1938,2,1,2,2
36591815,36,18302,1940,2,1,2,1
36592517,34,8840,1961,2,1,2,2
36592529,45,28215,1955,2,2,5,1
36592787,26,48326,1958,2,2,4,1
36593387,9,6525,1954,2,1,4,2
36594335,40,74012,1947,2,1,2,1
36594617,34,7866,1936,2,1,2,2
36596510,39,45875,1956,2,1,2,2
36596540,13,30120,1953,2,1,2,2
36596888,18,47804,1951,1,1,2,2
36597035,4,86001,1970,2,1,6,1
36600833,47,37771,1949,2,1,2,2
36601079,37,27604,1957,2,2,3,1
36601790,1,35971,1951,2,1,1,1
36602321,48,77449,1951,1,2,5,1
36602846,19,50158,1929,2,1,2,1
36603131,26,48001,1955,2,1,2,
36606134,13,30187,1973,2,2,5,1
36606209,40,73110,1953,2,1,2,2
36607097,47,38473,1964,2,1,2,2
36607475,19,51053,1968,2,1,3,1
36608195,23,4414,1982,2,1,2,1
36609131,48,76137,1947,1,1,1,2
36609977,40,74824,1956,2,1,2,2
36610436,13,31907,1984,2,2,5,
36612053,48,79403,1969,2,1,2,2
36612707,12,33579,1944,1,1,2,
36613448,27,56308,1970,1,1,6,2
36613598,44,2917,1959,2,1,5,2
36613625,6,91024,1960,1,1,2,2
36614192,49,84094,1971,2,1,5,6
36614534,36,11729,1939,2,1,2,2
36614549,42,17325,1958,1,2,2,1
36617396,29,65649,1966,2,1,2,1
36617807,19,50616,1944,2,1,2,2
36618269,22,70364,1943,2,1,2,2
36621077,1,36010,1971,2,3,3,3
36622022,37,27521,1974,2,5,6,2
36622091,17,60173,1962,2,1,2,1
36622583,42,16410,1964,2,1,2,2
36623420,17,60137,1964,1,1,5,2
36624698,39,45424,1984,1,1,2,
36624716,36,13021,1956,1,1,2,2
36625142,42,16509,1963,2,1,2,2
36625850,6,95842,1946,2,6,3,
36626570,55,54880,1941,2,1,2,2
36627059,55,53545,1968,1,1,2,2
36628934,20,66609,1963,2,1,6,1
36631775,26,48060,1971,2,1,2,6
36632288,17,60005,1964,2,1,3,2
36634193,53,98685,1945,2,1,2,1
36634673,5,72904,1962,2,2,2,1
36635405,23,4427,1939,2,1,2,2
36635420,54,26104,1970,1,6,4,1
36635732,12,33983,1965,2,1,3,2
36635828,6,95366,1954,2,1,2,1
36636170,55,53023,1938,2,1,2,2
36637094,23,4005,1956,2,3,2,2
36638027,24,21114,1968,1,1,5,7
36639704,12,33012,1972,1,3,5,2
36639932,23,4743,1945,1,1,2,1
36641630,55,53218,1969,2,6,2,1
36642608,16,83301,1958,1,1,6,
36643226,39,43068,1970,2,1,2,2
36643610,37,28117,1958,1,1,3,2
36643961,4,85048,1956,1,3,6,1
36644129,12,34953,1956,2,1,2,1
36645368,36,11221,1954,2,2,2,1
36646865,15,96825,1972,2,4,5,3
36647351,11,20018,1956,2,2,6,1
36647546,26,49448,1954,2,1,2,2
36647906,35,87048,1957,2,1,2,2
36647948,36,10029,1984,2,3,5,1
36648305,36,12180,1941,1,1,2,2
36648785,39,44437,1955,1,1,4,2
36648935,49,84044,1975,1,1,3,1
36649079,6,95212,1940,2,2,3,1
36649133,36,11977,1977,2,1,6,1
36650336,45,29607,1984,2,1,4,2
36651401,36,11235,1943,2,2,3,1
36653504,10,19904,1965,2,2,6,1
36653951,48,75954,1961,2,1,1,2
36654125,49,84058,1971,1,1,5,2
36654281,13,30328,1953,2,2,3,1
36654818,6,94702,1968,1,2,5,4
36654830,12,32163,1950,2,1,2,2
36655415,39,45212,1944,2,1,2,2
36655718,39,44057,1944,2,1,2,2
36655922,33,3110,1948,2,1,1,6
36656573,19,50265,1984,2,1,5,1
36656711,6,92804,1981,1,6,3,2
36657218,22,71043,1959,2,2,5,1
36657719,5,72207,1946,2,1,2,1
36661367,48,75702,1951,2,1,2,2
36661835,56,82401,1960,2,1,2,
36663818,40,74948,1942,1,1,2,2
36665327,32,89701,1955,1,6,6,2
36666632,12,33773,1962,2,3,5,2
36666752,5,72853,1948,1,1,2,2
36667004,40,73012,1973,2,1,2,2
36667232,26,48054,1945,2,1,2,2
36668375,21,42330,1953,2,1,2,2
36669005,54,25951,1955,1,1,3,2
36669392,29,63084,1972,2,1,4,2
36670529,18,46320,1970,2,1,2,1
36671024,13,30629,1984,2,2,5,1
36671582,25,2151,1965,2,1,2,1
36671906,29,63021,1956,2,1,2,2
36672851,37,27870,1971,1,1,1,
36673244,38,58103,1961,2,1,2,2
36673718,39,43609,1974,2,1,5,1
36674492,26,49341,1977,2,3,6,2
36678071,22,71457,1958,2,1,2,
36678209,9,6710,1961,2,1,2,1
36678815,48,78061,1943,2,3,3,1
36679457,36,14305,1943,2,1,2,2
36680720,13,30047,1942,2,1,2,2
36682913,36,11803,1974,2,1,5,1
36683297,21,41031,1967,2,1,2,2
36683459,36,11580,1962,2,2,3,
36685469,42,17545,1963,2,1,2,2
36686063,10,19904,1933,2,2,5,1
36686495,24,21228,1950,2,1,2,2
36686846,26,48219,1954,2,2,2,
36686849,24,21158,1969,1,1,3,2
36687707,20,67410,1981,2,1,5,2
36688694,13,30062,1965,2,2,6,1
36689591,36,14171,1953,2,1,2,2
36690680,29,65441,1949,2,1,2,2
36690989,24,20785,1968,2,2,3,1
36693473,27,55449,1972,2,1,5,2
36696467,18,47235,1961,2,1,4,2
36696665,48,75056,1955,2,1,2,2
36697862,12,32073,1955,2,1,2,2
36697976,8,80227,1962,2,1,2,2
36699080,1,35057,1951,2,1,3,2
36700454,17,60193,1950,2,1,2,
36701657,16,83651,1981,2,1,2,1
36702407,47,38305,1976,2,2,3,1
36703388,55,54733,1950,2,1,2,1
36705053,42,15209,1944,1,1,2,
36705140,37,27603,1977,2,2,6,1
36706151,24,21215,1983,1,1,1,2
36708494,26,48626,1959,2,1,2,1
36710624,39,44240,1930,2,1,2,2
36711791,35,88001,1956,2,3,3,2
36712889,29,64804,1958,1,1,2,2
36714224,17,60110,1949,2,1,2,1
36715073,6,92105,1963,1,2,3,1
36715124,6,90043,1948,2,2,4,1
36715499,36,11385,1971,1,2,6,1
36716267,31,68025,1946,2,2,4,2
36716759,16,83709,1958,1,1,4,2
36716780,26,48746,1960,1,1,2,2
36716903,37,27030,1975,2,1,2,1
36717950,39,45227,1974,2,1,2,2
36718649,49,84403,1981,2,1,3,3
36718967,26,48726,1964,1,1,2,2
36719156,17,61931,1965,1,1,2,1
36719387,20,67204,1958,2,1,3,1
36719990,51,23321,1976,2,2,5,1
36720071,51,23452,1951,2,2,3,2
36721358,1,36305,1972,1,4,4,2
36721778,12,33309,1954,1,1,4,1
36723473,12,33579,1959,2,1,2,2
36723881,18,46040,1942,2,1,2,2
36724481,6,95311,1936,2,1,2,2
36725939,12,34224,1963,1,1,2,1
36727523,37,28718,1975,2,1,5,3
36728021,8,80247,1962,2,3,3,2
36728273,24,21239,1979,2,1,6,1
36730406,27,55356,1961,2,1,2,2
36734336,46,57103,1953,2,1,2,1
36734624,32,89449,1946,1,1,2,2
36734705,12,33027,1964,2,3,5,2
36735299,12,33880,1975,2,1,2,
36736439,26,48471,1956,2,1,2,2
36736502,51,24175,1970,2,1,2,2
36736646,6,93955,1957,1,1,2,1
36737498,39,43157,1964,2,1,2,
36738170,42,19605,1940,2,1,2,2
36738845,48,77584,1957,2,2,5,1
36739199,13,31322,1948,1,2,6,1
36740639,18,47265,1964,2,1,2,2
36743612,26,48371,1958,2,1,2,
36746231,48,78749,1962,1,3,5,2
36747821,48,77047,1967,1,2,5,4
36750950,20,67401,1969,1,1,4,2
36752633,13,30045,1969,2,1,2,
36756668,23,4401,1956,2,1,2,1
36756788,48,76248,1953,2,1,3,
36758036,45,29403,1987,2,2,5,1
36760493,18,46815,1967,1,1,2,2
36760958,17,61254,1952,2,1,2,2
36761771,39,43920,1951,1,1,3,1
36765170,41,97527,1955,2,1,3,3
36765329,48,75115,1950,2,2,3,1
36766706,24,21162,1971,2,1,5,2
36770273,47,38112,1972,1,2,3,1
36771278,12,33511,1985,1,3,2,2
36773348,51,22304,1964,1,2,4,1
36773396,18,46254,1943,2,2,3,1
36775535,27,55070,1946,2,1,2,
36778385,33,3865,1971,1,1,5,1
36778841,20,67212,1967,2,1,3,
36778853,12,33714,1955,1,1,,1
36779354,37,28752,1967,1,1,5,2
36779882,39,44055,1950,2,2,5,1
36782375,40,73108,1958,2,1,2,2
36787832,6,95340,1969,2,3,5,1
36788366,6,94960,1968,2,3,6,3
36788693,42,18931,1952,2,1,6,1
36789893,16,83605,1968,2,1,2,2
36791612,40,73117,1963,2,2,6,1
36797462,17,60475,1968,2,3,3,1
36805817,6,94806,1946,2,2,3,1
36807074,55,54667,1936,2,1,2,2
36807464,21,41141,1969,1,1,2,2
36807863,48,78222,1970,2,3,2,1
36810695,49,84074,1981,2,1,4,2
36811007,4,85297,1969,2,1,3,1
36819884,42,15330,1963,2,1,2,2
36820487,2,99501,1970,1,1,3,1
36822107,12,33936,1966,1,1,2,
36822425,20,66502,1967,2,1,6,1
36825494,42,17844,1975,1,1,2,1
36826502,33,3282,1968,2,1,2,1
36830546,1,35758,1961,2,3,5,1
36831338,17,60490,1970,2,1,2,2
36834500,6,95757,1970,2,4,5,7
36836354,24,21727,1959,2,1,2,2
36838646,51,23227,1973,1,2,3,1
36839024,28,38834,1950,1,1,3,2
36841049,49,84098,1962,1,1,5,2
36845618,41,97827,1969,2,1,3,2
36846392,26,49236,1957,2,1,2,2
36846860,48,78550,1956,1,1,2,2
36849134,20,67212,1971,2,1,6,2
36849302,29,63125,1957,2,1,2,6
36849959,4,85379,1955,1,3,6,1
36851834,6,95821,1940,2,3,2,2
36855101,5,72034,1982,1,2,5,6
36856127,48,79762,1964,2,3,3,2
36858965,18,47012,1962,2,1,3,1
36860219,20,67401,1955,2,1,3,2
36860594,17,62901,1988,1,6,5,4
36863225,12,33412,1958,1,1,2,2
36867587,48,75206,1974,2,3,6,1
36867980,24,21403,1954,2,1,6,1
36868772,48,77707,1942,2,1,2,2
36875102,5,72715,1933,2,1,1,2
36876044,34,7832,1960,2,1,2,2
36876248,42,16510,1952,2,1,2,1
36879329,51,22901,1972,2,6,2,
36880892,42,15317,1974,1,3,5,2
36883100,24,21229,1974,1,1,6,1
36884123,45,29611,1964,2,2,3,1
36886535,26,48879,1961,1,1,5,2
36886829,13,30039,1975,2,2,3,1
36887135,36,13211,1966,2,1,2,4
36890315,56,82513,1962,2,1,2,2
36891668,32,89513,1957,2,1,6,2
36894284,12,33015,1965,2,3,3,2
36897020,36,14211,1961,2,3,5,1
36897938,12,34431,1948,2,1,3,1
36897980,10,19810,1962,2,1,6,1
36898196,48,77071,1963,2,2,3,1
36901196,12,32132,1935,2,1,2,2
36901919,17,61874,1949,2,2,5,1
36905579,19,52404,1944,1,1,2,2
36906194,39,44306,1964,2,1,2,1
36910103,16,83301,1967,1,1,6,1
36916409,24,20743,1966,2,2,2,1
36919196,36,10471,1955,2,1,2,1
36924104,55,53215,1966,2,1,3,1
36925193,49,84088,1957,1,4,2,1
36925769,41,97236,1959,2,1,3,6
36925922,42,19120,1967,2,2,6,1
36928496,15,96790,1962,1,1,6,1
36928772,15,96744,1975,2,4,6,2
36930287,33,3833,1958,2,1,2,2
36932222,45,29209,1960,1,1,2,2
36933494,6,90650,1969,1,2,3,1
36934019,50,5753,1971,2,1,5,1
36934532,27,56256,1973,1,1,5,2
36936587,54,26505,1975,2,1,5,2
36940856,1,35207,1971,2,2,5,1
36941591,48,76015,1978,2,3,2,1
36944999,26,48910,1943,2,3,5,1
36948074,42,15206,1975,2,2,3,1
36950168,32,89108,1953,1,1,4,2
36951494,36,14733,1960,2,1,2,1
36951650,18,46038,1951,2,1,2,1
36953261,48,76706,1961,2,1,2,2
36955619,12,33614,1964,1,1,2,2
36958193,48,75051,1963,2,3,4,
36962747,6,92231,1971,1,3,5,1
36966275,42,15767,1957,1,1,2,
36966347,25,1752,1983,1,1,6,1
36966461,24,21713,1965,2,1,4,2
36969581,36,12446,1971,1,1,3,1
36970715,39,43338,1959,2,1,2,2
36975683,42,17019,1957,2,1,2,1
36975902,9,6063,1969,1,1,2,3
36976847,6,92026,1959,2,1,2,2
36977489,10,19701,1977,2,,5,1
36978074,17,60620,1955,2,2,4,1
36987143,15,96822,1983,2,4,5,
36997775,16,83854,1961,1,1,4,1
36999071,53,98445,1964,2,1,2,1
37006232,33,3848,1963,2,1,3,2
37033700,48,75007,1966,1,2,3,
37061606,47,38104,1945,1,1,6,1
37062050,48,78550,1968,1,1,6,2
37079948,34,8807,1965,1,1,2,2
37093811,17,60640,1986,1,1,5,1
37120880,36,14616,1976,2,2,5,1
37122743,54,26501,1975,2,1,5,1
37133162,39,43615,1977,2,1,6,1
37133507,6,94109,1950,1,1,5,6
37133561,6,49649,1967,2,1,4,1
37133660,27,55040,1941,2,1,4,1
37135541,48,76903,1950,2,1,2,2
37138031,1,35214,1952,2,2,4,1
37145918,13,30265,1963,1,1,6,2
37153433,29,63080,1953,2,1,2,2
37156385,18,47161,1962,2,1,3,2
37163024,27,55113,1982,2,1,6,3
37164212,40,73108,1986,1,1,5,1
37169846,20,66047,1946,1,1,5,1
37172492,12,32533,1960,2,1,2,2
37174637,6,90064,1972,2,6,3,4
37178186,36,13212,1941,2,1,2,
37178948,12,33541,1946,1,1,2,3
37195934,4,85388,1950,2,1,3,1
37213436,48,79835,1971,2,3,4,1
37232732,26,48504,1956,2,2,2,1
37235042,4,85658,1966,1,1,4,2
37256453,17,60463,1944,1,1,5,2
37258496,12,33709,1955,1,7,3,2
37297670,37,27295,1962,1,1,3,2
37352195,37,28097,1948,1,1,3,2
37357103,28,39649,1942,1,1,2,2
37374275,17,61021,1948,1,1,4,2
37380332,26,48184,1962,2,1,3,1
37395131,36,10952,1937,1,1,2,2
37396151,8,81527,1947,1,1,6,1
37421459,6,93436,1946,1,1,6,1
37445687,1,35406,1984,1,7,6,1
37487435,53,98499,1949,1,1,4,2
37504865,6,95476,1953,1,3,6,1
37512971,12,32962,1954,1,1,5,2
37513583,39,45103,1960,1,1,3,2
37535414,8,80813,1971,1,1,3,1
37550723,6,93906,1980,1,1,5,1
37557929,4,85020,1956,1,2,3,1
37591196,6,95993,1934,1,1,5,2
37606673,12,91321,1937,2,3,2,2
37638503,42,16025,1929,1,1,2,2
37658870,36,12208,1950,2,1,6,1
37666445,54,26456,1948,2,1,3,2
37672640,42,17976,1972,1,1,3,2
37688486,6,92345,1963,1,5,2,2
37749731,48,78633,1940,1,1,2,2
37801862,17,60435,1954,1,1,2,1
37804439,10,19963,1960,1,6,5,1
37816538,21,41091,1967,1,1,3,2
37838579,51,23224,1963,1,1,2,
37865366,18,47711,1955,1,1,5,1
37869776,17,60431,1977,2,1,5,2
37918913,31,68510,1983,1,1,5,1
37954598,35,87112,1955,1,2,5,2
37959494,37,28786,1990,1,1,3,3
37992425,26,49663,1960,2,1,3,2
38006897,53,98002,1935,2,1,3,2
38015828,6,90036,1955,2,1,5,2
38015870,6,92596,1967,2,1,6,2
38017172,6,94552,1981,2,4,5,1
38036720,35,87402,1951,2,1,3,2
38037887,47,38133,1985,2,1,5,2
38053688,40,74137,1957,2,7,4,2
38067542,42,17361,1954,2,1,3,1
38107118,12,34759,1945,2,1,5,1
38119625,4,85711,1959,2,1,4,1
38173220,1,36605,1936,1,1,2,2
38212106,24,21702,1955,1,1,2,2
38223563,6,92203,1946,1,1,5,1
38236223,8,80911,1959,2,1,5,2
38246462,12,33498,1958,2,1,6,2
38250272,51,23455,1929,1,1,2,2
38281571,6,95608,1952,2,1,5,1
38296826,6,94518,1936,2,1,2,2
38313404,35,87402,1950,1,1,5,2
38380070,34,7717,1963,2,1,6,2
38400155,36,14028,1949,1,1,6,1
38412143,24,20636,1958,2,1,2,1
38429042,6,94546,1940,2,1,2,1
38455745,36,11220,1942,1,1,3,1
38478773,36,10022,1957,1,1,5,1
38507336,53,98116,1986,1,1,5,1
38528093,9,6511,1945,2,2,3,1
38532599,48,77098,1957,2,1,5,2
38536481,25,1887,1933,1,1,1,2
38587196,39,44139,1972,1,1,6,2
38589410,17,61284,1938,1,1,2,2
38591339,4,85022,1960,2,1,6,2
38601116,36,13340,1939,2,1,6,2
38615027,39,45750,1948,1,1,5,2
38635439,39,44122,1987,1,1,6,1
38641289,4,85286,1953,1,1,4,2
38671085,18,46545,1960,2,1,4,2
38676911,42,17403,1943,1,1,6,1
38678771,24,20705,1947,1,1,2,1
38693513,39,45233,1965,2,1,3,
38711192,17,62684,1968,2,1,5,2
38711630,53,98375,1954,2,1,4,2
38722259,36,11001,1937,1,1,5,1
38735936,13,30813,1937,1,1,4,2
38776253,36,14437,1940,1,1,2,2
38805623,34,7843,1964,1,1,3,3
38835011,48,75359,1947,1,1,3,6
38836811,29,63122,1958,1,1,3,1
38847818,42,15147,1970,1,7,3,2
38859512,6,90266,1955,1,6,5,2
38861321,6,95662,1932,1,1,5,2
38891321,56,82501,1953,2,1,6,2
38905454,53,98684,1953,2,1,2,2
38909387,24,21009,1965,1,1,2,2
38940899,17,61450,1963,1,1,5,2
38958191,13,30643,1934,2,1,6,1
38960846,26,48091,1973,2,1,5,1
38968406,4,85345,1959,1,1,2,2
38974301,29,64030,1961,1,1,3,2
38976890,42,16214,1960,1,1,2,2
39005684,6,91342,1959,1,1,5,6
39040292,39,43050,1968,1,1,2,1
39044366,48,77355,1967,2,1,5,1
39065750,6,95821,1947,1,1,3,1
39077795,51,23451,1951,1,1,6,2
39082664,48,75403,1956,2,1,5,2
39085520,23,4537,1962,1,1,2,2
39108926,39,44820,1944,1,1,6,2
39120137,30,59421,1954,2,1,5,3
39136685,48,75686,1962,1,1,3,2
39161879,41,97035,1961,2,6,5,1
39182384,27,55303,1958,1,1,6,5
39191480,21,41017,1937,2,1,5,2
39203546,19,52302,1939,1,1,3,3
39219749,54,25402,1958,2,1,6,2
39274982,48,75006,1952,1,1,5,2
39293240,12,32204,1983,1,1,5,2
39315152,51,22101,1977,1,6,4,1
39324203,12,32778,1953,1,1,4,2
39327443,21,40517,1975,1,1,5,2
39358487,6,92071,1948,1,1,3,2
39377960,12,33161,1949,1,2,5,1
39380633,30,59602,1944,2,1,6,2
39409409,37,28778,1980,2,2,6,1
39431342,40,73521,1957,2,1,4,2
39458645,12,33611,1963,1,5,3,4
39472715,16,83544,1932,2,3,6,1
39494234,38,58782,1954,2,1,4,3
39514712,33,3102,1978,1,1,6,6
39530048,4,85305,1949,2,1,2,2
39547406,36,11717,1960,1,2,2,2
39580550,6,93065,1961,1,1,4,2
39583091,6,95210,1954,2,1,5,2
39588137,12,32818,1973,1,1,3,1
39593279,25,1915,1951,1,2,5,2
39595583,5,72662,1948,2,1,2,2
39599048,23,4769,1954,1,1,3,2
39624071,45,29611,1952,1,1,3,2
39638552,12,34983,1959,1,1,5,2
39667658,42,15642,1956,2,1,3,2
39698732,56,82009,1940,2,1,2,1
39702488,39,45324,1957,2,1,4,6
39721364,5,71913,1956,2,1,3,1
39736577,26,48315,1940,2,1,3,1
39741014,12,32301,1962,2,1,5,1
39768143,48,75039,1977,2,1,6,1
39777353,41,97206,1974,1,4,5,1
39842660,36,12550,1956,1,1,2,2
39843677,51,23666,1961,2,2,6,1
39897890,47,37643,1958,1,1,2,2
39900722,26,49855,1955,2,7,5,2
39926270,1,36832,1969,2,2,5,1
39929822,34,8873,1983,1,1,4,1
39930518,34,8005,1945,1,1,2,2
39933431,4,85258,1926,2,1,4,1
39984704,47,37303,1959,2,1,2,2
39985253,18,47944,1965,1,1,4,1
39990212,12,34695,1953,1,1,3,1
39997835,26,49319,1964,1,7,3,2
40004381,41,97141,1931,2,1,2,1
40006139,18,46383,1951,2,1,2,2
40015028,17,61761,1968,1,1,6,6
40024040,48,78154,1959,2,1,3,2
40038344,25,1077,1948,2,1,4,1
40040165,48,77880,1962,2,1,3,1
40060511,39,43076,1963,1,1,2,2
40060874,29,64050,1964,2,1,2,2
40072310,12,32789,1945,1,1,6,1
40072853,5,72908,1965,2,1,3,2
40075175,29,65326,1970,2,1,2,2
40077362,26,49010,1943,1,1,2,1
40078835,36,12052,1954,2,1,2,2
40079753,25,1844,1957,2,1,3,
40087100,42,18702,1979,2,1,5,2
40092053,22,71119,1950,2,1,4,1
40093655,50,5445,1961,2,1,5,3
40094963,33,3836,1966,1,1,5,2
40100783,17,60107,1958,1,1,4,1
